num_single_quote_error,num_spacing_error,num_social_media_handles,num_urls_text,num_twitter_post_urls,number_of_hastags,num_of_absence_of_space_after_sentence_completion,num_capitalized_words,num_of_absence_capitalization_after_full_stop,num_of_words_of_pattern_2017word,num_mispelled_words,label
3,5,0,0,0,0,0,2,0,0,6,1
17,23,0,0,0,0,0,16,0,0,36,1
6,6,0,0,0,0,6,4,0,0,9,0
4,11,0,0,0,0,5,42,1,0,9,0
3,3,0,0,0,0,0,4,0,0,2,1
7,12,0,0,0,0,0,5,0,0,13,1
9,23,0,0,0,0,13,2,0,0,15,0
6,8,1,0,0,1,6,2,0,0,20,0
15,13,0,0,0,0,6,6,0,3,12,0
7,8,0,0,0,0,6,1,1,0,12,0
1,3,0,0,0,0,0,3,0,0,1,1
0,2,0,0,0,0,0,0,0,0,0,0
4,7,0,0,0,0,0,6,2,0,17,1
5,13,0,0,0,0,0,5,0,0,14,1
28,58,2,0,0,0,20,14,0,0,37,0
6,14,0,0,0,0,7,1,0,0,9,0
0,1,0,0,0,0,1,2,0,0,3,1
2,1,0,0,0,0,0,0,0,0,2,0
0,4,0,0,0,0,5,1,3,0,10,1
0,2,0,0,0,0,3,3,1,0,1,1
0,1,0,0,0,0,1,10,4,0,13,1
0,12,0,0,0,0,1,12,7,0,14,1
2,4,0,0,0,0,6,5,1,0,14,0
4,24,0,0,0,0,9,4,0,0,8,0
7,12,0,0,0,0,4,2,0,0,16,0
4,6,0,0,0,2,10,5,0,0,15,0
0,2,0,0,0,0,2,5,3,0,8,1
0,0,0,0,0,0,2,4,3,0,5,1
7,9,0,0,0,0,7,1,0,0,8,0
7,18,10,4,0,1,15,3,5,9,36,0
5,13,0,0,0,0,3,2,0,0,30,1
2,6,0,0,0,1,0,4,0,0,10,1
2,8,0,0,0,0,2,2,0,0,7,1
9,14,0,0,0,0,7,7,0,0,8,1
1,7,0,0,0,0,0,4,0,0,9,1
4,6,0,0,0,0,3,2,1,0,10,0
4,5,0,0,0,0,0,21,0,0,7,0
10,11,0,0,0,0,8,1,0,0,16,0
0,4,0,0,0,0,2,5,1,0,13,1
9,3,2,1,1,0,8,1,3,1,14,0
6,7,0,0,0,0,1,26,0,0,5,0
1,1,0,0,0,0,1,7,1,0,4,1
0,1,0,0,0,0,1,2,0,0,3,1
5,14,0,0,0,0,5,3,0,0,18,0
5,8,1,0,1,0,7,11,2,1,13,0
2,3,0,0,0,0,3,1,0,0,3,0
6,11,0,0,0,0,0,1,1,0,9,1
7,5,0,0,0,0,0,1,0,0,15,1
4,16,1,0,0,0,6,2,0,0,17,0
0,12,0,0,0,0,0,5,0,0,11,1
0,1,0,0,0,0,1,0,0,0,14,1
1,10,0,0,0,0,0,3,0,0,7,1
25,31,0,0,0,0,16,3,1,0,37,0
9,7,0,0,0,0,10,5,0,0,10,0
5,2,0,0,0,0,2,1,0,0,3,0
1,1,0,0,0,0,0,2,0,0,7,1
7,4,0,1,0,0,5,1,2,0,10,0
21,12,0,0,0,0,6,17,0,0,25,0
7,3,1,1,0,0,6,5,6,1,17,0
24,36,1,0,1,0,2,23,3,1,20,0
11,24,0,0,0,0,9,15,0,1,32,0
7,4,0,0,0,0,4,6,0,0,13,0
1,7,0,0,0,0,0,3,0,0,6,1
0,8,1,0,0,0,12,7,2,0,23,1
0,1,0,0,0,0,1,6,1,0,10,1
0,11,2,0,2,0,3,7,5,2,6,0
0,10,0,0,0,0,7,12,1,0,16,1
2,2,0,0,0,0,0,4,0,0,3,1
13,33,0,0,0,0,0,7,0,0,25,1
2,7,0,0,0,0,3,2,0,0,8,0
5,8,0,0,0,0,0,9,4,0,5,1
1,8,0,0,0,0,2,5,1,0,0,1
8,15,0,0,0,0,4,2,0,0,13,0
20,30,0,0,0,0,0,2,1,0,72,1
4,7,0,0,0,0,3,0,0,0,1,0
0,9,0,0,0,0,0,10,3,0,10,1
2,8,0,0,0,0,0,5,0,0,10,1
7,11,0,0,0,0,9,1,1,0,21,0
1,9,1,0,0,0,1,12,0,0,6,0
0,1,0,0,0,0,0,0,0,0,1,0
0,2,0,0,0,0,0,2,0,0,2,0
4,22,0,0,0,0,0,3,0,0,24,1
5,5,0,1,0,0,2,1,3,0,8,0
32,32,1,0,0,0,45,106,1,1,80,0
0,1,3,0,1,1,1,4,3,0,2,0
17,69,0,0,0,1,28,20,15,0,45,0
0,1,0,0,0,0,0,2,0,0,3,1
1,9,0,0,0,0,3,2,0,1,10,0
6,4,0,0,0,0,5,5,0,0,26,0
3,4,0,0,0,0,0,2,0,0,6,1
0,14,0,0,0,0,9,5,1,0,13,1
6,14,0,0,0,0,12,3,1,0,5,0
2,7,0,0,0,0,4,2,0,0,2,0
0,2,0,0,0,0,0,0,0,0,0,0
1,5,0,0,0,0,0,3,0,0,5,1
4,9,0,0,0,0,3,3,0,0,4,0
1,6,0,0,0,0,8,3,0,0,7,0
11,9,2,0,1,0,9,5,3,1,13,0
12,7,0,0,0,0,8,0,0,0,8,0
4,12,2,1,0,0,10,1,1,0,9,0
4,4,0,0,0,0,2,19,0,0,5,0
0,10,0,0,0,0,4,9,4,0,3,1
0,2,0,0,0,0,1,2,0,0,1,1
6,10,0,0,0,0,0,7,0,0,20,1
4,7,0,0,0,0,6,11,6,0,7,0
0,1,0,0,0,0,0,4,1,0,11,1
0,1,0,0,0,0,0,5,2,0,2,1
0,1,0,0,0,0,1,5,1,0,4,1
10,19,4,0,1,0,3,7,3,2,34,0
19,39,0,0,0,0,4,9,0,0,40,1
0,1,0,0,0,0,0,5,2,0,0,1
8,3,2,1,1,0,6,1,3,0,2,0
0,7,0,0,0,0,0,3,1,0,4,1
1,4,1,2,0,0,2,3,2,1,7,0
7,17,0,0,0,0,5,3,0,0,9,0
9,16,0,0,0,0,5,3,0,0,10,0
1,26,0,0,0,0,0,3,0,0,16,1
1,1,0,0,0,0,0,1,0,0,2,1
20,23,0,0,0,0,4,3,0,0,16,0
0,0,0,0,0,0,8,5,0,0,11,0
12,13,0,0,0,0,6,17,0,0,30,0
7,6,0,0,0,0,3,1,0,0,18,1
4,11,0,0,0,0,4,3,0,0,15,0
6,2,0,0,0,0,6,11,0,0,15,0
0,1,0,0,0,0,0,5,2,0,5,1
5,6,0,0,0,0,1,1,0,0,9,1
10,19,1,0,1,0,6,1,3,0,10,0
0,7,0,0,0,0,4,7,2,0,17,1
0,7,0,0,0,0,5,6,2,0,11,1
0,1,0,0,0,0,1,7,1,0,14,1
4,1,0,0,0,0,3,4,0,0,7,0
7,16,0,0,0,0,0,12,3,0,30,1
10,8,0,0,0,0,11,1,1,0,6,0
0,8,0,0,0,0,2,8,5,0,12,1
1,4,4,1,4,4,6,7,12,3,26,0
14,2,0,0,0,1,6,3,0,0,8,0
0,1,0,0,0,0,1,1,0,0,0,1
3,1,1,0,0,0,4,0,0,0,5,0
6,51,1,0,0,0,17,16,6,0,32,0
11,13,1,0,0,0,6,1,0,1,20,0
0,1,0,0,0,0,5,10,2,0,12,1
5,6,1,0,1,0,4,19,3,0,12,0
11,14,0,0,0,0,7,8,0,0,12,0
0,1,0,0,0,0,0,1,0,0,1,1
0,4,0,0,0,0,1,2,0,0,18,1
23,5,0,0,0,0,6,0,0,0,8,0
4,3,0,0,0,0,7,4,1,0,7,0
0,11,1,0,0,0,4,6,0,0,1,0
0,1,0,0,0,0,0,3,0,0,1,0
0,6,4,0,0,0,4,8,4,0,9,1
4,13,0,0,0,0,0,5,2,0,10,1
11,2,0,0,0,0,8,2,4,0,10,0
4,4,0,0,0,0,1,1,0,0,7,1
4,11,0,0,0,0,0,7,0,0,23,1
3,2,0,0,0,0,0,0,0,0,1,0
1,7,3,0,1,1,8,3,2,2,15,0
2,4,0,0,0,0,0,1,0,0,6,1
0,9,0,0,0,0,1,4,1,0,6,1
0,1,0,0,0,0,0,2,1,0,1,1
0,1,0,0,0,0,0,4,2,0,1,1
0,5,0,0,0,0,0,1,0,0,4,1
5,4,0,0,0,0,0,1,0,0,4,1
9,5,0,0,0,0,3,6,2,0,10,0
0,3,0,0,0,0,7,4,2,0,23,1
2,14,0,0,0,0,2,3,0,0,35,1
0,3,0,0,0,0,0,3,0,0,3,1
0,7,0,0,0,0,3,1,0,0,4,1
7,11,0,0,0,0,2,4,0,0,16,0
5,1,0,0,0,0,1,1,0,0,5,1
12,21,0,0,0,0,2,8,0,0,14,0
2,1,0,0,0,0,0,3,0,0,2,1
0,1,0,0,0,0,0,2,0,0,0,1
0,2,0,0,0,0,1,2,0,0,21,1
2,8,0,0,0,0,7,0,0,0,8,0
0,2,0,0,0,0,1,13,4,0,16,1
8,21,0,0,0,0,5,10,0,0,21,0
0,1,0,0,0,0,1,2,0,0,1,1
26,42,47,15,0,1,18,15,30,0,120,0
0,1,0,0,0,0,1,3,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,0,3,8,0,0,11,1
0,1,0,0,0,0,0,3,0,0,0,1
3,10,0,0,0,0,2,0,0,0,9,0
0,1,0,0,0,0,1,3,0,0,10,1
0,1,0,0,0,0,1,2,1,0,10,1
5,3,2,0,1,8,3,9,2,1,20,0
8,22,0,0,0,0,1,25,1,0,14,0
0,2,0,0,0,0,0,0,0,0,0,0
17,12,0,0,0,0,3,6,0,0,14,0
0,6,0,0,0,0,0,2,0,0,0,1
0,20,0,0,0,0,4,17,12,0,11,1
12,7,0,0,0,0,2,5,0,0,21,0
4,4,0,1,0,0,6,5,2,0,2,0
0,1,0,0,0,0,1,3,2,0,12,1
6,11,5,1,0,1,9,1,2,0,9,0
11,13,0,0,0,0,8,12,0,0,20,0
0,2,0,0,0,0,1,3,0,0,13,1
26,21,0,0,0,0,7,1,0,0,24,0
2,2,0,0,0,0,1,2,0,0,11,1
12,22,0,0,0,0,5,3,0,0,15,0
13,14,3,1,0,0,4,2,2,0,18,0
0,68,0,0,0,0,5,9,3,0,55,1
0,1,0,0,0,0,0,3,0,0,1,1
16,11,0,0,0,0,6,25,0,0,18,0
14,15,0,0,0,0,0,2,0,0,19,1
7,6,0,0,0,0,1,2,0,0,14,0
16,12,1,0,0,0,10,13,2,0,32,0
4,10,0,0,0,0,0,4,0,0,21,1
3,0,0,0,0,0,0,2,0,0,6,0
2,22,0,0,0,0,0,3,2,0,50,1
0,2,0,0,0,0,0,2,0,0,2,1
20,39,0,0,0,0,0,24,2,0,77,1
0,3,0,0,0,0,0,5,1,0,6,1
3,11,0,0,0,0,2,0,1,0,6,0
5,11,2,0,2,0,2,3,5,0,9,0
10,10,0,0,0,0,2,13,6,0,17,1
0,4,0,0,0,0,2,5,1,0,11,1
7,12,0,0,0,0,4,0,0,0,7,0
0,7,0,0,0,0,7,9,0,0,12,1
25,44,6,1,3,2,13,7,12,6,80,0
3,8,0,1,0,0,3,3,2,0,16,0
0,3,0,0,0,0,3,4,1,0,4,1
0,1,0,0,0,0,0,3,1,0,3,1
6,9,0,0,0,0,10,10,0,0,6,0
3,20,0,0,0,0,0,7,0,0,6,1
0,18,0,0,0,0,2,5,3,0,14,1
0,3,0,0,0,0,1,7,1,0,18,1
0,1,0,0,0,0,0,4,3,0,12,1
1,4,0,0,0,0,0,1,0,0,3,1
6,8,0,0,0,0,3,1,0,0,7,0
0,16,0,0,0,0,3,8,4,0,11,1
0,6,0,0,0,0,7,22,3,0,25,1
7,12,0,0,0,0,9,3,1,0,19,0
3,10,0,0,0,0,0,13,5,0,7,1
0,0,0,1,0,0,1,0,1,0,0,0
0,1,0,0,0,0,1,2,0,0,3,1
2,5,0,0,0,0,1,4,6,0,21,1
0,5,0,0,0,0,3,5,1,0,1,1
8,17,1,0,1,0,10,2,3,1,8,0
0,2,0,0,0,0,0,1,0,0,5,1
5,6,1,0,1,2,5,7,3,1,11,0
4,16,10,0,3,5,11,18,6,8,54,0
4,17,0,0,0,0,1,1,0,0,9,0
0,14,0,0,0,0,3,18,2,0,14,1
8,9,0,0,0,0,1,3,0,0,11,1
9,16,0,0,0,0,2,4,0,0,11,0
0,2,1,1,0,2,1,0,2,0,4,0
4,15,0,0,0,0,1,2,0,0,9,1
2,10,0,0,0,0,7,4,0,0,5,0
4,7,1,0,0,0,6,8,0,0,3,0
0,2,0,0,0,0,0,3,2,0,1,1
3,9,0,0,0,0,2,6,0,0,22,1
6,34,0,0,0,2,5,14,0,0,31,0
1,1,1,0,0,0,3,10,0,0,1,0
7,5,0,1,0,0,2,1,3,0,4,0
0,0,0,1,0,0,1,0,2,0,1,0
0,4,0,0,0,0,0,6,1,0,8,1
0,2,0,0,0,0,0,0,0,0,0,0
6,10,0,0,0,0,1,5,0,0,13,1
19,31,0,0,0,0,8,2,0,0,12,0
0,1,0,0,0,0,1,6,3,0,4,1
0,3,0,1,0,0,1,0,2,0,0,0
7,3,0,0,0,0,5,0,0,0,11,0
0,5,0,0,0,0,0,2,0,0,2,1
0,1,0,0,0,0,0,7,0,1,10,1
0,3,0,0,0,0,1,5,2,0,2,1
5,6,0,0,0,0,2,0,0,0,11,0
3,12,0,0,0,0,1,6,1,0,4,1
0,2,0,0,0,0,1,3,1,0,5,1
7,24,14,1,2,1,10,19,5,12,51,0
0,1,0,0,0,0,1,9,2,0,11,1
1,1,0,0,0,0,0,1,0,0,0,1
8,7,0,0,0,0,3,4,0,0,16,0
0,4,0,0,0,0,3,5,0,0,14,1
110,164,0,1,0,0,55,45,3,0,86,0
0,7,0,0,0,0,1,5,3,0,5,1
3,4,0,0,0,0,11,8,0,0,8,0
0,18,0,0,0,0,8,9,1,0,33,1
1,9,0,0,0,0,1,4,0,0,23,1
5,6,0,0,0,0,0,9,0,0,2,1
6,26,0,0,0,0,0,6,3,0,25,1
0,16,0,0,0,0,0,2,0,0,13,1
15,40,0,0,0,0,4,1,1,0,13,0
0,2,0,0,0,0,1,4,0,0,2,1
10,19,0,0,0,0,1,13,3,0,67,1
2,3,0,0,0,0,0,2,0,0,6,1
13,11,0,0,0,0,2,2,0,0,7,0
3,5,0,0,0,0,0,1,0,0,3,0
1,1,0,0,0,0,0,3,0,0,5,1
6,14,0,0,0,0,3,4,0,0,5,0
2,9,1,1,1,3,4,3,4,0,16,0
0,24,0,0,0,0,2,12,7,0,5,1
2,11,5,0,1,0,1,31,2,0,19,0
0,2,0,0,0,0,2,12,5,0,14,1
8,18,0,0,0,0,3,3,0,0,11,1
4,2,0,0,0,0,2,0,0,0,2,0
1,1,0,0,0,0,0,4,2,0,3,1
0,2,0,0,0,0,0,0,0,0,0,0
7,12,0,0,0,0,1,1,0,0,9,0
11,23,0,0,0,0,0,7,5,0,8,1
17,22,2,1,0,0,5,3,1,0,13,0
3,3,0,0,0,0,6,1,0,0,3,0
0,1,0,0,0,0,0,10,5,0,6,1
1,6,0,0,0,0,5,3,0,0,14,0
0,27,0,0,0,0,8,10,2,0,29,1
0,1,0,0,0,0,1,4,1,0,2,1
5,3,0,0,0,0,0,2,2,0,20,1
6,15,3,0,1,0,9,16,5,0,26,0
1,9,0,0,0,0,0,3,0,0,2,1
0,3,0,0,0,0,0,4,0,0,2,1
12,25,0,0,0,0,6,16,0,0,21,0
10,22,0,0,0,0,4,10,0,0,7,0
3,18,0,0,0,0,8,12,5,0,9,0
9,4,2,0,2,0,14,5,7,2,22,0
11,25,0,0,0,0,0,22,1,0,40,1
4,21,0,0,0,0,1,4,3,0,18,1
3,25,0,0,0,0,0,6,0,0,9,1
12,18,0,0,0,0,6,4,0,0,7,0
5,0,0,0,0,0,5,7,0,0,16,0
0,7,0,0,0,0,2,2,0,0,11,1
0,7,0,0,0,0,0,1,0,0,1,1
0,2,0,0,0,1,0,0,0,0,1,0
6,12,0,0,0,0,6,6,0,0,9,0
2,10,0,0,0,0,1,15,0,0,5,0
0,1,0,0,0,0,1,2,0,0,1,1
5,29,0,0,0,0,0,12,1,0,23,1
16,42,3,0,0,0,7,7,0,0,36,0
18,14,0,0,0,0,0,7,3,0,13,1
10,43,0,0,0,0,7,3,1,0,15,0
1,1,0,0,0,0,0,2,0,0,0,1
0,1,0,0,0,0,4,6,0,0,7,1
4,14,0,0,0,0,6,3,0,0,8,0
15,7,0,0,0,0,2,0,1,0,19,0
2,5,0,0,0,0,1,5,0,0,10,1
0,5,0,0,0,0,0,2,0,0,2,1
22,21,0,0,0,0,0,6,1,0,36,1
19,20,0,0,0,0,14,0,0,0,12,0
11,20,0,0,0,0,15,6,6,0,44,0
0,1,1,0,1,0,1,3,2,0,1,0
0,3,0,0,0,0,0,2,0,0,7,1
22,50,0,0,0,0,27,17,0,0,32,0
9,8,0,0,0,0,4,2,1,0,6,0
9,21,0,0,0,0,1,3,1,1,41,1
4,11,0,0,0,0,3,1,0,0,2,0
7,18,2,0,1,0,5,2,3,2,3,0
7,6,0,0,0,0,2,4,0,0,6,0
5,9,0,0,0,0,0,7,1,0,18,0
7,8,1,0,0,0,2,0,0,0,2,0
0,1,0,0,0,0,1,6,4,0,1,1
3,5,0,0,0,0,6,0,0,0,7,0
3,14,4,2,0,1,10,3,6,2,25,0
5,9,0,0,0,0,0,3,0,0,37,1
0,40,0,0,0,0,13,25,9,0,18,1
6,16,0,0,0,0,7,3,0,0,6,0
6,1,0,0,0,0,7,3,0,0,11,0
0,5,0,0,0,0,2,8,3,0,2,1
4,6,0,0,0,0,0,3,0,0,3,0
3,3,0,0,0,0,0,2,0,0,1,0
3,11,0,0,0,0,2,4,0,0,12,0
0,2,0,0,0,0,3,7,6,0,15,1
4,11,0,0,0,0,0,9,6,0,13,1
0,2,0,0,0,0,4,4,2,0,14,1
0,1,0,0,0,0,0,2,0,0,2,1
0,4,0,0,0,0,3,19,17,1,2,1
2,2,0,0,0,0,0,1,0,0,7,1
15,18,0,0,0,0,10,1,0,0,37,0
0,1,0,0,0,0,0,2,1,0,3,1
11,12,0,0,0,0,6,0,0,0,5,0
0,10,0,0,0,0,3,11,2,0,22,1
4,7,0,0,0,0,0,1,0,0,4,1
6,10,1,1,0,0,4,3,2,0,4,0
0,2,0,0,0,0,0,0,0,0,0,0
4,3,0,0,0,0,0,1,0,0,7,1
0,1,0,0,0,0,0,2,0,0,5,1
1,2,0,0,0,0,0,1,0,0,1,1
3,6,0,0,0,0,5,5,2,0,10,0
0,2,3,0,2,7,2,10,4,0,7,0
6,4,0,0,0,0,0,1,0,0,18,1
5,7,0,0,0,0,3,3,0,0,5,0
2,1,0,0,0,0,0,3,0,0,8,1
12,17,0,0,0,0,0,9,2,0,20,1
14,25,0,0,0,0,1,5,2,0,34,1
5,4,1,0,0,0,2,20,0,0,9,0
0,2,0,0,0,0,0,8,4,0,10,1
13,14,0,0,0,0,7,8,3,0,15,0
2,1,0,0,0,0,9,10,0,0,3,0
6,15,1,0,0,0,2,5,0,1,4,0
0,1,0,0,0,0,0,15,0,0,0,0
2,1,0,0,0,0,0,2,0,0,3,1
0,4,0,0,0,0,0,3,1,0,16,1
5,1,0,0,0,0,0,3,0,0,7,1
3,14,4,2,0,1,10,3,6,2,25,0
0,1,0,0,0,0,0,3,1,0,1,1
0,5,0,0,0,0,3,10,3,0,5,1
2,8,0,0,0,0,1,6,0,0,13,1
9,8,0,0,0,0,2,6,1,0,5,0
3,3,0,1,0,0,1,2,2,0,4,0
3,10,0,0,0,0,0,2,0,0,4,1
7,21,0,0,0,0,0,7,2,0,13,1
5,12,0,0,0,0,0,3,1,0,7,1
4,5,1,0,1,1,6,2,2,1,16,0
9,32,0,0,0,0,0,11,2,0,63,1
8,21,3,0,2,2,6,19,7,0,32,0
12,40,0,1,0,1,28,29,10,0,28,0
9,15,0,0,0,0,6,3,0,0,18,0
0,1,0,0,0,0,4,4,2,0,7,1
0,2,0,0,0,0,3,15,3,0,1,1
14,49,0,0,0,2,12,20,2,0,51,0
5,9,1,0,1,1,5,9,2,0,12,0
1,7,0,0,0,0,2,8,0,0,7,0
2,6,0,0,0,0,0,1,0,0,2,1
4,3,0,0,0,0,2,4,0,0,7,0
5,11,0,0,0,0,8,3,0,0,19,0
0,3,0,0,0,0,1,12,9,0,6,1
0,0,0,1,0,0,1,0,3,0,0,0
12,31,0,0,0,0,6,21,2,0,29,0
10,8,0,0,0,0,10,2,0,0,9,0
1,10,0,0,0,0,0,1,0,0,4,0
4,8,4,0,2,0,4,26,4,1,13,0
0,4,0,0,0,0,4,4,2,0,20,1
20,21,11,0,1,0,13,22,2,0,24,0
4,9,0,0,0,0,6,5,1,0,16,0
7,2,0,0,0,0,9,2,0,0,8,0
7,21,0,0,0,0,5,0,1,0,8,0
2,8,2,0,0,0,3,4,0,0,11,0
0,4,0,0,0,0,0,2,0,0,0,1
5,25,0,0,0,0,0,5,1,0,8,1
4,19,0,0,0,0,6,14,7,0,14,0
0,1,0,0,0,0,0,2,0,0,3,1
0,4,0,0,0,0,3,4,0,0,18,1
9,37,1,0,0,0,6,18,5,0,25,0
3,4,0,0,0,0,3,2,0,0,9,0
1,20,0,0,0,0,0,4,0,0,10,1
0,1,0,0,0,0,0,2,0,0,0,0
9,4,0,0,0,0,6,7,0,0,24,0
7,2,0,0,0,0,9,2,0,0,10,0
7,13,0,0,0,0,3,3,0,0,5,0
1,6,4,0,4,0,4,39,12,3,11,0
3,3,0,0,0,0,0,2,0,0,4,1
4,8,0,0,0,0,0,7,0,0,11,1
6,4,0,0,0,0,2,2,0,0,11,0
25,6,0,0,0,0,5,1,1,0,16,0
2,3,0,0,0,0,0,1,0,0,2,0
4,5,0,0,0,0,1,4,0,0,19,1
2,6,0,0,0,0,1,2,0,0,6,1
0,9,0,0,0,0,0,5,4,0,6,1
0,10,0,0,0,0,15,23,5,0,37,1
6,9,0,0,0,0,12,5,0,0,2,0
0,3,0,0,0,0,2,4,2,0,3,1
0,1,0,0,0,0,0,11,4,0,22,1
10,10,0,0,0,0,0,3,0,0,17,1
4,12,1,1,1,0,6,11,5,0,14,0
0,1,0,0,0,0,0,5,2,0,5,1
0,4,0,0,0,0,2,6,0,0,11,1
6,6,1,1,1,0,6,5,4,0,9,0
0,2,0,0,0,0,0,0,0,0,0,0
15,13,0,0,0,0,15,12,1,0,40,0
5,4,2,0,1,0,2,3,2,1,5,0
0,6,0,0,0,0,0,4,0,0,7,1
10,6,0,0,0,0,3,2,2,0,7,0
4,9,0,0,0,0,0,2,0,0,9,0
7,11,0,0,0,0,1,0,0,0,13,0
14,9,0,0,0,0,3,3,0,0,10,0
0,1,0,0,0,0,0,6,2,0,4,1
11,15,0,0,0,0,1,15,9,0,24,1
0,1,0,0,0,0,0,3,0,0,3,1
0,3,0,0,0,0,0,3,0,0,7,1
6,12,0,0,0,0,7,0,0,0,4,0
2,9,5,3,3,4,6,14,12,3,23,0
20,15,0,0,0,0,9,17,3,0,15,0
2,0,0,0,0,0,1,0,0,0,0,0
0,3,0,0,0,0,3,8,8,0,6,1
6,7,0,0,0,0,5,0,0,0,16,0
20,40,0,0,0,0,10,3,1,0,30,0
2,3,0,0,0,0,4,1,1,0,5,0
15,23,6,2,1,1,9,7,7,3,58,0
12,76,4,2,0,2,16,33,5,2,43,0
0,2,0,0,0,0,0,0,0,0,0,0
0,10,0,0,0,0,1,8,1,0,16,1
9,21,9,1,0,0,7,3,2,3,38,0
2,18,0,2,0,0,3,7,5,0,6,0
22,59,0,0,0,0,3,18,0,0,62,1
1,3,0,0,0,0,0,1,0,0,1,0
0,4,0,0,0,0,2,7,3,0,20,1
8,23,0,1,0,0,10,20,1,0,34,0
1,6,0,0,0,0,3,3,0,0,5,0
20,11,0,0,0,0,9,7,0,0,24,0
6,23,0,0,0,0,1,5,0,0,19,1
7,10,15,0,0,0,9,4,1,7,17,0
18,15,0,0,0,0,6,1,0,0,12,0
2,3,0,0,0,0,0,1,0,0,3,1
21,16,0,0,0,0,43,10,2,0,29,0
2,10,0,0,0,0,2,0,0,0,12,0
16,43,0,0,0,0,109,8,3,0,26,0
0,12,0,0,0,0,0,9,7,0,4,1
22,30,0,0,0,0,0,10,1,0,47,1
5,3,2,1,1,0,2,9,4,1,8,0
0,2,0,0,0,0,2,1,0,0,22,1
17,15,0,0,0,0,2,4,0,0,21,0
0,17,0,0,0,0,2,13,6,0,18,1
0,7,1,0,0,0,1,12,0,0,22,1
3,13,2,0,0,0,7,5,1,2,11,0
2,11,0,0,0,0,4,25,2,0,3,0
9,14,0,0,0,0,2,9,3,0,23,1
0,1,0,0,0,0,1,1,0,0,2,1
4,12,7,2,3,0,7,3,9,4,17,0
0,1,0,0,0,0,0,2,0,0,1,1
4,13,0,0,0,0,3,5,0,1,8,1
2,16,0,0,0,0,3,7,0,0,18,0
11,20,1,0,1,0,2,1,3,1,7,0
0,4,0,0,0,0,1,1,0,1,14,1
1,15,0,0,0,0,1,16,0,0,12,0
2,21,0,0,0,0,0,8,4,0,11,1
12,17,10,0,0,0,10,11,1,10,26,0
0,1,0,0,0,0,0,1,0,0,3,1
8,17,5,3,5,5,16,35,16,5,52,0
1,3,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,0,4,22,7,0,15,1
13,16,2,1,0,0,5,3,2,2,15,0
38,188,0,0,0,0,49,46,2,0,98,0
14,44,1,0,0,0,21,25,4,0,105,0
0,4,0,0,0,0,3,3,2,0,6,1
0,0,0,0,0,0,0,5,0,0,0,0
10,17,0,0,0,0,2,10,0,0,22,0
1,10,0,0,0,1,3,28,0,0,16,0
6,11,0,0,0,0,1,12,0,0,11,0
0,2,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,3,0,0,4,1
3,10,0,0,0,0,2,20,2,0,8,0
0,2,0,0,0,0,3,14,9,1,10,1
20,24,0,0,0,0,1,4,0,0,25,1
12,13,0,0,0,0,3,0,0,0,9,0
6,12,0,0,0,0,3,11,0,0,22,0
2,1,0,0,0,0,0,2,0,0,2,0
2,4,0,0,0,0,0,1,0,1,6,1
4,7,2,0,1,1,3,6,3,1,18,0
0,7,0,0,0,0,6,10,1,0,15,1
8,17,24,0,5,0,11,3,10,0,29,0
4,3,0,0,0,0,4,6,1,0,11,0
16,33,0,0,0,0,21,14,5,0,33,0
10,9,0,0,0,0,8,3,0,0,11,0
5,23,0,0,0,0,0,7,0,0,38,1
1,6,0,0,0,0,0,3,1,0,1,1
2,13,0,0,0,0,7,2,0,0,11,0
11,54,0,0,0,0,0,9,1,0,47,1
0,2,0,0,0,0,0,0,0,0,0,0
2,1,0,0,0,0,0,0,0,0,0,0
2,5,0,0,0,0,2,2,0,0,13,1
8,6,0,0,0,0,0,2,0,0,11,1
33,66,2,0,0,0,35,101,1,0,135,0
5,4,0,0,0,0,0,6,1,0,6,1
0,2,0,0,0,0,0,0,0,0,0,0
2,5,0,0,0,0,1,0,0,0,1,0
16,28,0,0,0,0,5,9,2,0,27,0
10,15,0,1,0,0,15,13,8,0,34,0
4,1,0,0,0,0,6,4,0,0,9,0
8,24,0,0,0,0,0,3,1,0,9,1
19,10,4,3,2,3,13,4,8,3,20,0
9,0,0,0,0,0,12,1,0,0,14,0
2,7,4,1,1,2,3,12,3,2,7,0
2,8,0,0,0,0,3,2,0,0,4,0
4,5,0,0,0,0,7,2,0,0,6,0
0,1,0,0,0,0,1,12,4,0,9,1
9,3,2,0,1,2,8,4,2,0,6,0
0,1,0,0,0,0,0,2,0,0,1,1
0,1,1,0,0,1,2,4,1,0,6,1
0,9,0,0,0,0,9,17,12,0,21,1
0,3,0,0,0,0,0,2,1,0,3,1
14,32,1,0,1,0,8,4,2,1,16,0
6,7,0,0,0,0,8,9,1,0,15,0
5,27,0,0,0,0,2,13,1,0,37,1
2,22,0,0,0,0,1,5,2,0,15,1
3,0,0,0,0,0,9,3,1,0,5,0
0,3,1,0,1,3,1,0,3,0,1,0
3,11,0,0,0,0,6,3,0,0,7,0
13,20,0,0,0,0,2,9,0,0,45,1
4,15,0,0,0,0,8,3,1,0,9,0
2,7,0,0,0,0,0,7,0,0,9,0
